id	label	predict2	explanation2	error2
eeveo5j	2,5	[2]	The emotion present in the text is amusement, as it expresses finding something humorous or entertaining.	0
edlcpd2	5,16	[16]	The phrase 'Thanks' indicates a feeling of gratitude, suggesting appreciation for something that has been provided or acknowledged.	0
edwn8se	6,25	[4, 10]	The text expresses annoyance due to the inability to read the entire message because the speaker does not have time (indicated by 'I don’t have time rn'). Additionally, there is a hint of disappointment implied by the apology ('Sorry I didn’t read the whole thing'), indicating regret for not fulfilling the expectation of engaging fully.	0
ef5jr6d	25,26	[10, 11]	The text expresses a sense of disappointment due to a misunderstanding (emotion 10) and possibly reflects disapproval of the situation or misunderstanding itself (emotion 11).	0
ed6sg09	23,28	[7, 8, 10]	The text expresses confusion about the forgotten memory, which aligns with the emotion of confusion (id 7). There is also a sense of curiosity as the speaker recalls a forgotten event and reflects on it (id 8). Furthermore, there may be an underlying disappointment (id 10) upon realizing they forgot about an event that seemed significant.	0
edpufd4	16,23	[6, 16]	The phrase indicates a caring sentiment towards the recipient (showing kindness and concern) and expresses gratitude for the information shared (feeling of thankfulness and appreciation).	0
ed8ffhv	23,28	[7, 28]	The phrase suggests a lack of surprise or shock regarding the situation, indicating confusion (7) about the context of the subs and a mild sense of astonishment (28) at the mention of [NAME]'s activity.	0
efawrio	23,28			1
ee4sivg	4,11,12	[3, 4, 11]	The text expresses feelings of anger towards [NAME] for their actions, annoyance regarding the situation described, and disapproval of their decision to trust someone.	0
eeusl4g	4,5	[3, 4]	The phrase 'You aren't important, just impertinent' conveys a strong feeling of displeasure, which indicates anger (id: 3). Additionally, describing it as a 'third degree burn' demonstrates a level of irritation or annoyance (id: 4) towards the person's behavior or statement.	0
ee1vzq2	5,28			1
eezxxj1	1,18	[1, 14, 18]	The text expresses admiration ('that's amazing!!'), joy ('Congrats!' signifies happiness for someone's achievement), and excitement (the enthusiastic tone indicates eagerness or enthusiasm about the situation).	0
ee0i9hs	3,12	[3, 4, 11]	The text expresses strong displeasure and antagonism towards someone, indicating anger (id 3) due to the promotion of harmful tactics. There’s also a sense of mild irritation (id 4) with the phrase 'you’re despicable' that highlights disapproval (id 11) of the person's actions and opinions.	0
eecd9uz	23,28	[7, 8]	The text expresses confusion (id 7) about how something was discovered, indicating a lack of understanding. There is also an element of curiosity (id 8) as the speaker is attempting to figure out the situation despite having received context.	0
edw26cg	2,4	[2, 4]	The text expresses amusement (id 2) through the use of 'Lol', which indicates that the speaker finds something funny or entertaining. Additionally, there is a hint of annoyance (id 4) in the statement 'dont mess with [NAME]!', suggesting irritation or mild anger directed at someone or something.	0
ef7o72y	9,21	[4, 9, 15]	The text expresses a strong desire (9) for the item mentioned, alongside a worry (15) about the potential negative consequences of using it, which indicates an underlying sense of annoyance (4) about the possible mess it could create.	0
ee7cmpk	15,26	[15, 27]	The text expresses fear about the situation ('This is scary') and sadness regarding the loss or tragedy involving someone so young ('so very sad' and 'I weep for this child').	0
